ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio_in_term
IPR001781	Zinc finger, LIM-type	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og23217	1	1/14
IPR002933	Peptidase M20	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og27733	1	1/14
IPR004326	Mlo-related protein	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og26378	1	1/14
IPR006527	F-box associated domain, type 1	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og23953	1	1/14
IPR008280	Tubulin/FtsZ, C-terminal	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og27916	1	1/14
IPR008700	RIN4, pathogenic type III effector avirulence factor Avr cleavage site	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og26275	1	1/14
IPR008984	SMAD/FHA domain superfamily	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og29607	1	1/14
IPR009003	Peptidase S1, PA clan	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og32701	1	1/14
IPR012392	Very-long-chain 3-ketoacyl-CoA synthase	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og29573	1	1/14
IPR013520	Exonuclease, RNase T/DNA polymerase III	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og30846	1	1/14
IPR013581	Plant PDR ABC transporter associated	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og29795	1	1/14
IPR016197	Chromo-like domain superfamily	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og22960	1	1/14
IPR018316	Tubulin/FtsZ, 2-layer sandwich domain	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og27916	1	1/14
IPR019489	Clp ATPase, C-terminal	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og35075	1	1/14
IPR022669	Large ribosomal subunit protein uL2, C-terminal	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og23752	1	1/14
IPR024034	ATPase, F1/V1 complex, beta/alpha subunit, C-terminal	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og33190	1	1/14
IPR024083	Fumarase/histidase, N-terminal	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og28018	1	1/14
IPR027387	Cytochrome b/b6-like domain superfamily	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og24440	1	1/14
IPR031100	LOG family	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og32845	1	1/14
IPR034003	ATP-binding cassette transporter, PDR-like subfamily G, domain 2	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og29795	1	1/14
IPR036621	Anticodon-binding domain superfamily	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og26298	1	1/14
IPR039455	EPIDERMAL PATTERNING FACTOR-like protein	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og26467	1	1/14
IPR039605	AT-hook motif nuclear-localized protein	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og26893	1	1/14
IPR045242	Syntaxin	1/5009	14/35927	0.877851572367972	0.999999999999999	0.999999999999999	og28695	1	1/14
IPR037045	Peptidase S8 propeptide/proteinase inhibitor I9 superfamily	5/5009	53/35927	0.878747006318955	0.999999999999999	0.999999999999999	og23764/og25808/og26479/og28343/og31364	5	5/53
IPR008250	P-type ATPase, A domain superfamily	4/5009	44/35927	0.879506421699692	0.999999999999999	0.999999999999999	og25696/og26451/og30918/og32438	4	4/44
IPR023298	P-type ATPase, transmembrane domain superfamily	4/5009	44/35927	0.879506421699692	0.999999999999999	0.999999999999999	og25696/og26451/og30919/og32438	4	4/44
IPR003311	AUX/IAA protein	2/5009	25/35927	0.881762625018058	0.999999999999999	0.999999999999999	og29658/og30960	2	2/25
IPR017927	FAD-binding domain, ferredoxin reductase-type	2/5009	25/35927	0.881762625018058	0.999999999999999	0.999999999999999	og27774/og29219	2	2/25
IPR034161	Pepsin-like domain, plant	2/5009	25/35927	0.881762625018058	0.999999999999999	0.999999999999999	og24252/og27338	2	2/25
IPR008972	Cupredoxin	11/5009	105/35927	0.881799397613105	0.999999999999999	0.999999999999999	og23097/og23098/og23099/og23103/og23234/og23357/og23949/og24259/og25242/og28029/og28751	11	11/105
IPR036188	FAD/NAD(P)-binding domain superfamily	14/5009	130/35927	0.882520799113833	0.999999999999999	0.999999999999999	og22886/og23441/og23945/og26045/og26496/og26507/og27377/og28590/og30874/og31149/og31314/og32677/og33362/og33423	14	14/130
IPR036396	Cytochrome P450 superfamily	29/5009	252/35927	0.889271728318681	0.999999999999999	0.999999999999999	og23221/og23454/og23913/og24225/og24270/og24540/og24674/og24692/og25626/og26135/og26281/og26437/og26845/og26930/og27349/og27826/og27912/og29101/og29754/og30969/og31260/og31367/og32957/og32965/og33318/og33321/og33372/og33428/og34112	29	29/252
IPR036890	Histidine kinase/HSP90-like ATPase superfamily	4/5009	45/35927	0.890115463440017	0.999999999999999	0.999999999999999	og27374/og27931/og29574/og33360	4	4/45
IPR000823	Plant peroxidase	7/5009	72/35927	0.890688047311214	0.999999999999999	0.999999999999999	og23084/og23779/og27900/og30972/og31029/og31315/og33424	7	7/72
IPR000836	Phosphoribosyltransferase domain	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og23656	1	1/15
IPR001401	Dynamin, GTPase domain	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og26081	1	1/15
IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og24457	1	1/15
IPR001433	Oxidoreductase FAD/NAD(P)-binding	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og22553	1	1/15
IPR005516	Remorin, C-terminal	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og23477	1	1/15
IPR006456	ZF-HD homeobox protein, Cys/His-rich dimerisation domain	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og26103	1	1/15
IPR013601	FAE1/Type III polyketide synthase-like protein	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og29573	1	1/15
IPR029057	Phosphoribosyltransferase-like	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og23656	1	1/15
IPR032872	Wall-associated receptor kinase, C-terminal	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og25556	1	1/15
IPR037103	Tubulin/FtsZ-like, C-terminal domain	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og27916	1	1/15
IPR044660	Transcription factor IBH1-like	1/5009	15/35927	0.894888341059221	0.999999999999999	0.999999999999999	og27156	1	1/15
IPR000668	Peptidase C1A, papain C-terminal	2/5009	26/35927	0.89499189063975	0.999999999999999	0.999999999999999	og28675/og30758	2	2/26
IPR013094	Alpha/beta hydrolase fold-3	3/5009	36/35927	0.895145038540393	0.999999999999999	0.999999999999999	og23222/og23795/og30911	3	3/36
IPR010264	Plant self-incompatibility S1	7/5009	73/35927	0.89863288608019	0.999999999999999	0.999999999999999	og00306/og24487/og24490/og24707/og28661/og29579/og32537	7	7/73
IPR013525	ABC-2 type transporter, transmembrane domain	3/5009	37/35927	0.905499226205893	0.999999999999999	0.999999999999999	og25164/og28812/og29795	3	3/37
IPR019794	Peroxidase, active site	5/5009	56/35927	0.906212230019766	0.999999999999999	0.999999999999999	og23779/og27900/og30972/og31029/og31315	5	5/56
IPR013320	Concanavalin A-like lectin/glucanase domain superfamily	9/5009	92/35927	0.909326230405508	0.999999999999999	0.999999999999999	og24273/og27688/og27875/og28688/og29220/og29407/og32080/og32372/og32734	9	9/92
IPR000169	Cysteine peptidase, cysteine active site	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og28675	1	1/16
IPR001594	Palmitoyltransferase, DHHC domain	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og26846	1	1/16
IPR002464	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og27971	1	1/16
IPR003008	Tubulin/FtsZ, GTPase domain	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og27916	1	1/16
IPR004274	FCP1 homology domain	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og26483	1	1/16
IPR008948	L-Aspartase-like	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og28018	1	1/16
IPR011709	DEAD-box helicase, OB fold	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og27971	1	1/16
IPR019587	Polyketide cyclase/dehydrase	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og27950	1	1/16
IPR021133	HEAT, type 2	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og27401	1	1/16
IPR022812	Dynamin	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og26081	1	1/16
IPR029035	DHS-like NAD/FAD-binding domain superfamily	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og28515	1	1/16
IPR029039	Flavoprotein-like superfamily	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og24502	1	1/16
IPR033872	Non-specific lipid-transfer protein type 2	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og28553	1	1/16
IPR036779	LysM domain superfamily	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og33554	1	1/16
IPR045274	Receptor-like kinase WAK-like	1/5009	16/35927	0.909549298389204	0.999999999999999	0.999999999999999	og31094	1	1/16
IPR035669	GDSL lipase/esterase-like, plant	6/5009	66/35927	0.912937195601927	0.999999999999999	0.999999999999999	og26145/og26456/og26875/og29170/og29632/og33107	6	6/66
IPR029962	Trichome birefringence-like family	3/5009	38/35927	0.914918334655415	0.999999999999999	0.999999999999999	og24488/og30905/og33271	3	3/38
IPR000109	Proton-dependent oligopeptide transporter family	4/5009	48/35927	0.917177399361768	0.999999999999999	0.999999999999999	og27985/og30767/og33347/og33462	4	4/48
IPR005821	Ion transport domain	2/5009	28/35927	0.91741165279348	0.999999999999999	0.999999999999999	og26330/og33590	2	2/28
IPR011043	Galactose oxidase/kelch, beta-propeller	2/5009	28/35927	0.91741165279348	0.999999999999999	0.999999999999999	og23953/og31225	2	2/28
IPR003388	Reticulon	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og30829	1	1/17
IPR003656	Zinc finger, BED-type	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og24543	1	1/17
IPR006593	Cytochrome b561/ferric reductase transmembrane	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og28585	1	1/17
IPR007502	Helicase-associated domain	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og27971	1	1/17
IPR018957	Zinc finger, C3HC4 RING-type	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og32838	1	1/17
IPR019954	Ubiquitin conserved site	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og26448	1	1/17
IPR019956	Ubiquitin domain	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og26448	1	1/17
IPR030381	Dynamin-type guanine nucleotide-binding (G) domain	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og26081	1	1/17
IPR036410	Heat shock protein DnaJ, cysteine-rich domain superfamily	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og33410	1	1/17
IPR044759	RF2-like transcription factor, bZIP domain	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og28563	1	1/17
IPR045063	Dynamin, N-terminal	1/5009	17/35927	0.922165699056645	0.999999999999999	0.999999999999999	og26081	1	1/17
IPR002068	Alpha crystallin/Hsp20 domain	3/5009	39/35927	0.923473905998361	0.999999999999999	0.999999999999999	og26286/og28757/og31283	3	3/39
IPR003137	PA domain	3/5009	39/35927	0.923473905998361	0.999999999999999	0.999999999999999	og23104/og31364/og33053	3	3/39
IPR014014	RNA helicase, DEAD-box type, Q motif	3/5009	39/35927	0.923473905998361	0.999999999999999	0.999999999999999	og23490/og29846/og33074	3	3/39
IPR014721	Small ribosomal subunit protein uS5 domain 2-type fold, subgroup	3/5009	39/35927	0.923473905998361	0.999999999999999	0.999999999999999	og32540/og33163/og33480	3	3/39
IPR026961	PGG domain	3/5009	39/35927	0.923473905998361	0.999999999999999	0.999999999999999	og27639/og30947/og31249	3	3/39
IPR044492	P-type ATPase, haloacid dehalogenase domain	3/5009	39/35927	0.923473905998361	0.999999999999999	0.999999999999999	og25696/og26451/og32438	3	3/39
IPR018490	Cyclic nucleotide-binding domain superfamily	2/5009	29/35927	0.926853362999535	0.999999999999999	0.999999999999999	og26330/og33590	2	2/29
IPR040079	Glutathione transferase family	2/5009	29/35927	0.926853362999535	0.999999999999999	0.999999999999999	og24539/og26469	2	2/29
IPR017884	SANT domain	3/5009	40/35927	0.931234019304549	0.999999999999999	0.999999999999999	og23442/og27344/og28388	3	3/40
IPR018303	P-type ATPase, phosphorylation site	3/5009	40/35927	0.931234019304549	0.999999999999999	0.999999999999999	og25696/og26451/og32438	3	3/40
IPR001890	RNA-binding, CRM domain	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og23094	1	1/18
IPR002123	Phospholipid/glycerol acyltransferase	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og23621	1	1/18
IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og22369	1	1/18
IPR002939	Chaperone DnaJ, C-terminal	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og33410	1	1/18
IPR004813	Oligopeptide transporter, OPT superfamily	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og32214	1	1/18
IPR005467	Histidine kinase domain	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og27374	1	1/18
IPR008801	Rapid ALkalinization Factor	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og24436	1	1/18
IPR008971	HSP40/DnaJ peptide-binding	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og33410	1	1/18
IPR008974	TRAF-like	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og29354	1	1/18
IPR009606	DESIGUAL/Modifying wall lignin-1/2	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og23348	1	1/18
IPR010908	Longin domain	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og28565	1	1/18
IPR013078	Histidine phosphatase superfamily, clade-1	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og32212	1	1/18
IPR014476	AT-hook motif nuclear-localized protein 15-29	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og29600	1	1/18
IPR018221	Glycoside hydrolase family 9, His active site	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og31374	1	1/18
IPR027923	Hydrophobic seed protein domain	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og32775	1	1/18
IPR035920	YhbY-like superfamily	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og23094	1	1/18
IPR036525	Tubulin/FtsZ, GTPase domain superfamily	1/5009	18/35927	0.933022619508477	0.999999999999999	0.999999999999999	og27916	1	1/18
IPR004146	DC1	2/5009	30/35927	0.935268328645534	0.999999999999999	0.999999999999999	og22369/og26369	2	2/30
IPR005150	Cellulose synthase	2/5009	30/35927	0.935268328645534	0.999999999999999	0.999999999999999	og24254/og30988	2	2/30
IPR002016	Haem peroxidase	7/5009	79/35927	0.936664433384716	0.999999999999999	0.999999999999999	og23084/og23779/og27900/og30972/og31029/og31315/og33424	7	7/79
IPR000608	Ubiquitin-conjugating enzyme E2	3/5009	41/35927	0.938263102083634	0.999999999999999	0.999999999999999	og26468/og28355/og31105	3	3/41
IPR001757	P-type ATPase	3/5009	41/35927	0.938263102083634	0.999999999999999	0.999999999999999	og25696/og26451/og32438	3	3/41
IPR008991	Translation protein SH3-like domain superfamily	3/5009	41/35927	0.938263102083634	0.999999999999999	0.999999999999999	og23248/og23752/og33170	3	3/41
IPR000864	Proteinase inhibitor I13, potato inhibitor I	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og31166	1	1/19
IPR001199	Cytochrome b5-like heme/steroid binding domain	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og23093	1	1/19
IPR001320	Ionotropic glutamate receptor, C-terminal	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og29719	1	1/19
IPR001828	Receptor, ligand binding region	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og28566	1	1/19
IPR003653	Ulp1 protease family, C-terminal catalytic domain	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og24516	1	1/19
IPR006195	Aminoacyl-tRNA synthetase, class II	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og26298	1	1/19
IPR018392	LysM domain	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og33554	1	1/19
IPR019780	Germin, manganese binding site	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og24683	1	1/19
IPR036400	Cytochrome b5-like heme/steroid binding domain superfamily	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og23093	1	1/19
IPR045272	Receptor-like protein kinase ANXUR1/2-like	1/5009	19/35927	0.942365394269179	0.999999999999999	0.999999999999999	og25906	1	1/19
IPR001969	Aspartic peptidase, active site	2/5009	31/35927	0.94275925206738	0.999999999999999	0.999999999999999	og24252/og27338	2	2/31
IPR010987	Glutathione S-transferase, C-terminal-like	2/5009	31/35927	0.94275925206738	0.999999999999999	0.999999999999999	og26469/og27927	2	2/31
IPR029061	Thiamin diphosphate-binding fold	2/5009	31/35927	0.94275925206738	0.999999999999999	0.999999999999999	og28515/og32955	2	2/31
IPR000916	Bet v I/Major latex protein	3/5009	42/35927	0.944621828595755	0.999999999999999	0.999999999999999	og22140/og23105/og26738	3	3/42
IPR020568	Ribosomal protein uS5 domain 2-type superfamily	5/5009	62/35927	0.945276951417967	0.999999999999999	0.999999999999999	og27931/og29574/og32540/og33163/og33480	5	5/62
IPR023299	P-type ATPase, cytoplasmic domain N	3/5009	43/35927	0.950367089060187	0.999999999999999	0.999999999999999	og25696/og26451/og32438	3	3/43
IPR026057	Trichome birefringence-like, C-terminal domain	3/5009	43/35927	0.950367089060187	0.999999999999999	0.999999999999999	og24488/og30905/og33271	3	3/43
IPR030184	WAT1-related protein	3/5009	43/35927	0.950367089060187	0.999999999999999	0.999999999999999	og24481/og32986/og33552	3	3/43
IPR006459	Casparian strip membrane protein	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og30433	1	1/20
IPR007493	Protein of unknown function DUF538	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og23100	1	1/20
IPR010989	SNARE	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og28695	1	1/20
IPR014718	Glycoside hydrolase-type carbohydrate-binding	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og28706	1	1/20
IPR025659	Tubby-like, C-terminal	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og28662	1	1/20
IPR029033	Histidine phosphatase superfamily	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og32212	1	1/20
IPR036354	Proteinase inhibitor I13, potato inhibitor I superfamily	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og31166	1	1/20
IPR036758	At5g01610-like superfamily	1/5009	20/35927	0.950405155328154	0.999999999999999	0.999999999999999	og23100	1	1/20
IPR036397	Ribonuclease H superfamily	7/5009	82/35927	0.950461743341042	0.999999999999999	0.999999999999999	og23345/og24283/og24453/og25472/og28217/og29738/og30846	7	7/82
IPR036390	Winged helix DNA-binding domain superfamily	12/5009	128/35927	0.953959881321548	0.999999999999999	0.999999999999999	og22872/og23063/og23669/og24146/og24220/og25699/og25729/og26607/og29100/og30944/og30963/og33580	12	12/128
IPR017451	F-box associated interaction domain	2/5009	33/35927	0.955336837280655	0.999999999999999	0.999999999999999	og23335/og23953	2	2/33
IPR043926	ABC transporter family G domain	2/5009	33/35927	0.955336837280655	0.999999999999999	0.999999999999999	og25164/og29795	2	2/33
IPR015422	Pyridoxal phosphate-dependent transferase, small domain	6/5009	74/35927	0.956066639575971	0.999999999999999	0.999999999999999	og25698/og26323/og26465/og29722/og30440/og33025	6	6/74
IPR002659	Glycosyl transferase, family 31	1/5009	21/35927	0.957323599558005	0.999999999999999	0.999999999999999	og32714	1	1/21
IPR002963	Expansin	1/5009	21/35927	0.957323599558005	0.999999999999999	0.999999999999999	og33364	1	1/21
IPR003609	PAN/Apple domain	1/5009	21/35927	0.957323599558005	0.999999999999999	0.999999999999999	og23068	1	1/21
IPR006594	LIS1 homology motif	1/5009	21/35927	0.957323599558005	0.999999999999999	0.999999999999999	og29428	1	1/21
IPR020103	Pseudouridine synthase, catalytic domain superfamily	1/5009	21/35927	0.957323599558005	0.999999999999999	0.999999999999999	og33205	1	1/21
IPR036282	Glutathione S-transferase, C-terminal domain superfamily	3/5009	45/35927	0.960226055404524	0.999999999999999	0.999999999999999	og24539/og26469/og27927	3	3/45
IPR002495	Glycosyl transferase, family 8	2/5009	34/35927	0.960587275290439	0.999999999999999	0.999999999999999	og29805/og33269	2	2/34
IPR004320	Protein BPS1, chloroplastic	1/5009	22/35927	0.963277091726834	0.999999999999999	0.999999999999999	og30907	1	1/22
IPR008422	KN homeodomain	1/5009	22/35927	0.963277091726834	0.999999999999999	0.999999999999999	og28585	1	1/22
IPR013201	Cathepsin propeptide inhibitor domain (I29)	1/5009	22/35927	0.963277091726834	0.999999999999999	0.999999999999999	og28675	1	1/22
IPR023313	Ubiquitin-conjugating enzyme, active site	1/5009	22/35927	0.963277091726834	0.999999999999999	0.999999999999999	og28355	1	1/22
IPR027443	Isopenicillin N synthase-like superfamily	7/5009	86/35927	0.964656733097409	0.999999999999999	0.999999999999999	og23478/og24978/og26861/og28614/og28700/og29471/og33059	7	7/86
IPR000757	Glycoside hydrolase family 16	2/5009	35/35927	0.965242197423975	0.999999999999999	0.999999999999999	og27875/og32372	2	2/35
IPR008480	Protein of unknown function DUF761, plant	2/5009	35/35927	0.965242197423975	0.999999999999999	0.999999999999999	og25461/og29629	2	2/35
IPR018289	MULE transposase domain	2/5009	35/35927	0.965242197423975	0.999999999999999	0.999999999999999	og30800/og33202	2	2/35
IPR034197	Cucumisin-like catalytic domain	2/5009	35/35927	0.965242197423975	0.999999999999999	0.999999999999999	og26479/og29803	2	2/35
IPR044791	Beta-glucanase/XTH	2/5009	35/35927	0.965242197423975	0.999999999999999	0.999999999999999	og27875/og32372	2	2/35
IPR005225	Small GTP-binding domain	10/5009	115/35927	0.967761262537898	0.999999999999999	0.999999999999999	og23580/og23609/og23915/og28543/og31046/og32920/og33069/og33163/og33269/og33480	10	10/115
IPR000232	Heat shock factor (HSF)-type, DNA-binding	1/5009	23/35927	0.968400195682837	0.999999999999999	0.999999999999999	og30963	1	1/23
IPR000717	Proteasome component (PCI) domain	1/5009	23/35927	0.968400195682837	0.999999999999999	0.999999999999999	og31107	1	1/23
IPR004265	Dirigent protein	1/5009	23/35927	0.968400195682837	0.999999999999999	0.999999999999999	og33465	1	1/23
IPR009091	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II	1/5009	23/35927	0.968400195682837	0.999999999999999	0.999999999999999	og25191	1	1/23
IPR011047	Quinoprotein alcohol dehydrogenase-like superfamily	1/5009	23/35927	0.968400195682837	0.999999999999999	0.999999999999999	og29604	1	1/23
IPR036612	K Homology domain, type 1 superfamily	2/5009	36/35927	0.969365559711245	0.999999999999999	0.999999999999999	og29494/og35073	2	2/36
IPR016135	Ubiquitin-conjugating enzyme/RWD-like	3/5009	48/35927	0.971624429904298	0.999999999999999	0.999999999999999	og26468/og28355/og31105	3	3/48
IPR000742	EGF-like domain	1/5009	24/35927	0.972808713391857	0.999999999999999	0.999999999999999	og23104	1	1/24
IPR004046	Glutathione S-transferase, C-terminal	1/5009	24/35927	0.972808713391857	0.999999999999999	0.999999999999999	og27927	1	1/24
IPR029006	ADF-H/Gelsolin-like domain superfamily	1/5009	24/35927	0.972808713391857	0.999999999999999	0.999999999999999	og24313	1	1/24
IPR044859	Allene oxide cyclase/Dirigent protein	1/5009	24/35927	0.972808713391857	0.999999999999999	0.999999999999999	og33465	1	1/24
IPR044965	Glycoside hydrolase family 17, plant	3/5009	49/35927	0.974679886542866	0.999999999999999	0.999999999999999	og24268/og24269/og28609	3	3/49
IPR001128	Cytochrome P450	24/5009	242/35927	0.975930840989536	0.999999999999999	0.999999999999999	og23221/og23454/og23913/og24270/og24540/og24674/og24692/og25626/og26135/og26281/og26437/og26845/og26930/og27349/og27826/og29101/og29754/og30969/og31260/og31367/og32965/og33318/og33428/og34112	24	24/242
IPR013154	Alcohol dehydrogenase-like, N-terminal	1/5009	25/35927	0.976602300407432	0.999999999999999	0.999999999999999	og21791	1	1/25
IPR033132	Glycosyl hydrolases family 1, N-terminal conserved site	1/5009	25/35927	0.976602300407432	0.999999999999999	0.999999999999999	og31377	1	1/25
IPR013766	Thioredoxin domain	5/5009	71/35927	0.976880581192033	0.999999999999999	0.999999999999999	og23631/og30802/og31017/og33283/og33361	5	5/71
IPR006702	Casparian strip membrane protein domain	2/5009	39/35927	0.979095025697276	0.999999999999999	0.999999999999999	og23950/og30433	2	2/39
IPR011012	Longin-like domain superfamily	2/5009	39/35927	0.979095025697276	0.999999999999999	0.999999999999999	og27680/og28565	2	2/39
IPR041469	Subtilisin-like protease, fibronectin type-III domain	2/5009	39/35927	0.979095025697276	0.999999999999999	0.999999999999999	og25808/og26479	2	2/39
IPR000595	Cyclic nucleotide-binding domain	1/5009	26/35927	0.979866716798139	0.999999999999999	0.999999999999999	og33590	1	1/26
IPR044808	Ethylene-responsive transcription factor	1/5009	26/35927	0.979866716798139	0.999999999999999	0.999999999999999	og26339	1	1/26
IPR008978	HSP20-like chaperone	3/5009	51/35927	0.979877723274929	0.999999999999999	0.999999999999999	og26286/og28757/og31283	3	3/51
IPR036312	Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain superfamily	5/5009	73/35927	0.981052700926771	0.999999999999999	0.999999999999999	og26881/og27967/og28553/og28694/og32775	5	5/73
IPR036875	Zinc finger, CCHC-type superfamily	2/5009	40/35927	0.981614026033735	0.999999999999999	0.999999999999999	og27594/og28769	2	2/40
IPR041569	AAA ATPase, AAA+ lid domain	2/5009	40/35927	0.981614026033735	0.999999999999999	0.999999999999999	og25184/og29770	2	2/40
IPR000679	Zinc finger, GATA-type	1/5009	27/35927	0.982675764333253	0.999999999999999	0.999999999999999	og24305	1	1/27
IPR003594	Histidine kinase/HSP90-like ATPase domain	1/5009	27/35927	0.982675764333253	0.999999999999999	0.999999999999999	og27931	1	1/27
IPR004087	K Homology domain	1/5009	27/35927	0.982675764333253	0.999999999999999	0.999999999999999	og29494	1	1/27
IPR005135	Endonuclease/exonuclease/phosphatase	1/5009	27/35927	0.982675764333253	0.999999999999999	0.999999999999999	og25503	1	1/27
IPR006680	Amidohydrolase-related	1/5009	27/35927	0.982675764333253	0.999999999999999	0.999999999999999	og27306	1	1/27
